Year,Type,Country,Sex,Age,Fatal,Species
1981,Unprovoked,USA,Male,32.0,No,nan
1981,Sea Disaster,BERMUDA,,,No,nan
1981,Provoked,NAMIBIA,Male,,No,nan
1981,Unprovoked,SOUTH AFRICA,Male,19.0,No,Ragged Tooth Shark
1981,Unprovoked,USA,Male,,No,Lemon Shark
1981,Unprovoked,USA,Male,,Yes,nan
1981,Unprovoked,SOUTH AFRICA,Male,27.0,No,Ragged Tooth Shark
1981,Unprovoked,SOUTH KOREA,Female,27.0,Yes,6 m  white shark
1981,Invalid,USA,Male,,Yes,Unknown.Unknown m [4'] shark hindered recovery of body
1981,Unprovoked,USA,Male,19.0,No,"Unknown.Unknown m to Unknown.5 m [4' to 5'] bull, sandbar or dusky shark"
1981,Unprovoked,SOUTH AFRICA,Male,24.0,No,Tiger Shark
1981,Invalid,SOUTH AFRICA,Male,23.0,Yes,Tiger Shark
1981,Unprovoked,GREECE,Male,,No,nan
1981,Unprovoked,CHILE,Male,,No,White Shark
1981,Unprovoked,BRAZIL,,,,White Shark
1981,Unprovoked,SOUTH AFRICA,Male,30.0,No,Juvenile dusky or blacktip shark
1981,Unprovoked,AUSTRALIA,Male,,No,Unknown m hammerhead shark
1981,Unprovoked,AUSTRALIA,,,,nan
1981,Unprovoked,USA,Male,15.0,No,Unknown.8 m to Unknown.4 m [6' to 8'] hammerhead shark
1981,Unprovoked,BRAZIL,,,No,nan
1981,Unprovoked,USA,Male,25.0,No,Tiger Shark
1981,Unprovoked,AUSTRALIA,Male,27.0,No,Tiger Shark
1981,Unprovoked,SOUTH AFRICA,Male,,No,gray shark
1981,Boat,ENGLAND,Male,,No,"Unknown3', 4UnknownUnknown-lb thresher shark"
1981,Unprovoked,USA,Male,24.0,No,C. maculpinnis or C. limbatus
1981,Unprovoked,USA,Male,,No,Unknown.4 m [8'] shark
1981,Unprovoked,USA,Male,28.0,No,nan
1981,Unprovoked,SOUTH AFRICA,Male,32.0,No,Possibly a  Unknown.8 m [6'] Zambezi shark
1981,Unprovoked,USA,Male,24.0,Yes,7 m [Unknown3'] white shark
1981,Unprovoked,AUSTRALIA,,,No,nan
1981,Unprovoked,USA,Male,,No,Tiger Shark
1981,Provoked,SOUTH AFRICA,Male,,No,"3.5 m [UnknownUnknown.5'], 5UnknownUnknown-kg [UnknownUnknownUnknown5-lb] hooked & shot white shark"
1981,Unprovoked,USA,Male,59.0,No,Unknown.Unknown m [7'] shark with a very flat head� that had followed the boat for 3 days
1981,Unprovoked,USA,Male,19.0,No,Unknown.8 m to Unknown.4 m [6' to 8'] shark
1981,Unprovoked,USA,Male,,,nan
1981,Unprovoked,USA,Male,17.0,No,nan
1981,Unprovoked,USA,Male,24.0,No,6' shark
1981,Unprovoked,REUNION,Male,,No,nan
1981,Unprovoked,USA,,,No,nan
1981,Invalid,USA,Male,,Yes,Shark involvement prior to death remains unconfirmed
1981,Unprovoked,USA,Male,26.0,Yes,Said to involve a tiger shark or a hammerhead shark
1981,Unprovoked,USA,Female,16.0,No,sandshark
1981,Unprovoked,BAHAMAS,Male,53.0,No,Mako Shark
1981,Unprovoked,USA,Male,,No,small nurse shark
1981,Unprovoked,USA,Female,19.0,Yes,nan
1981,Provoked,USA,Male,19.0,No,"Unknown.8 m [6'] shark, species identity questionable"
1981,Unprovoked,USA,Male,15.0,No,6' shark
1981,Unprovoked,USA,Male,24.0,No,nan
1981,Unprovoked,USA,Male,25.0,No,nan
1980,Sea Disaster,PHILIPPINES,,,Yes,nan
1980,Provoked,SOUTH AFRICA,Male,29.0,No,Unknown m [6'9] Zambesi shark
1980,Unprovoked,MEXICO,Female,13.0,No,Tiger Shark
1980,Unprovoked,SOUTH AFRICA,Male,52.0,Yes,Tiger Shark
1980,Unprovoked,BRAZIL,Male,,No,Unknown m shark
1980,Provoked,SOUTH AFRICA,Male,61.0,No,Unknown.5 m [5'] hammerhead shark
1980,Unprovoked,SOUTH AFRICA,Male,24.0,No,Unknown.8 m [9'3] white shark
1980,Unprovoked,KENYA,Male,29.0,No,Unknown.Unknown m shark
1980,Invalid,GREECE,Male,,No,Said to involve a white shark but shark involvement not confirmed
1980,Unprovoked,SOUTH AFRICA,Male,,No,Hammer Head Shark
1980,Unprovoked,SOUTH AFRICA,Male,25.0,No,Ragged Tooth Shark
1980,Unprovoked,CHILE,Male,,Yes,White Shark
1980,Provoked,NORTH ATLANTIC OCEAN,Male,34.0,No,Unknown.8 m [6'] dogfish
1980,Invalid,SOUTH AFRICA,Male,20.0,No,Unknown m [6'9] shark
1980,Unprovoked,TONGA,Male,,No,nan
1980,Unprovoked,SOUTH AFRICA,Male,22.0,No,Unknown.8 m [6'] shark
1980,Provoked,JAMAICA,Male,,No,nan
1980,Sea Disaster,PHILIPPINES,Female,,Yes,nan
1980,Provoked,USA,Female,44.0,No,Blue
1980,Unprovoked,USA,Male,19.0,No,4 m to 5 m [Unknown3' to Unknown6.5'] white shark
1980,Unprovoked,USA,Male,,No,nan
1980,Unprovoked,SOUTH AFRICA,Male,25.0,No,3.5 m [UnknownUnknown.5'] shark
1980,Invalid,SOUTH AFRICA,,,Yes,nan
1980,Unprovoked,AUSTRALIA,Male,,No,nan
1980,Invalid,SOUTH AFRICA,Male,,Yes,nan
1980,Unprovoked,BRAZIL,Male,16.0,Yes,nan
1980,Unprovoked,USA,Male,29.0,No,4 m to 5 m [Unknown3' to Unknown6.5'] white shark
1980,Unprovoked,REUNION,Male,22.0,No,Unknown.8 m [6'] white shark
1980,Unprovoked,MEXICO,Male,22.0,Yes,nan
1980,Unprovoked,USA,Male,,No,Tiger Shark
1980,Unprovoked,SPAIN,Male,,No,Blue
1980,Unprovoked,USA,Male,,No,nan
1980,Unprovoked,USA,Male,15.0,No,nan
1980,Unprovoked,USA,Female,22.0,No,4' to 8' shark
1980,Unprovoked,USA,Female,10.0,No,nan
1979,Unprovoked,USA,Male,8.0,No,nan
1979,Unprovoked,SOUTH AFRICA,Male,,Yes,nan
1979,Unprovoked,NEW CALEDONIA,,,No,nan
1979,Unprovoked,NEW CALEDONIA,Male,,Yes,Unknown m shark
1979,Unprovoked,USA,Male,24.0,No,nan
1979,Boat,SOUTH AFRICA,,,No,nan
1979,Unprovoked,USA,Male,27.0,No,Blacktip
1979,Unprovoked,USA,Male,,No,White Shark
1979,Unprovoked,NEW CALEDONIA,Male,,Yes,nan
1979,Unprovoked,SOUTH AFRICA,Male,19.0,No,Unknown.5 m to Unknown m [5' to 6.75'] shark
1979,Invalid,USA,Male,36.0,Yes,nan
1979,Unprovoked,USA,Male,,Yes,nan
1979,Provoked,SOUTH AFRICA,Male,25.0,No,White Shark
1979,Unprovoked,USA,Male,49.0,No,nan
1979,Sea Disaster,USA,Male,56.0,No,nan
1979,Unprovoked,HONG KONG,Male,16.0,Yes,nan
1979,Unprovoked,HONG KONG,Male,21.0,Yes,nan
1979,Unprovoked,AUSTRALIA,Male,18.0,No,a small shark
1979,Provoked,SOUTH AFRICA,Male,,No,Ragged Tooth Shark
1979,Provoked,SOUTH AFRICA,,,No,White Shark
1979,Unprovoked,USA,Male,20.0,No,White Shark
1979,Unprovoked,SOUTH CHINA SEA,Male,32.0,No,6' shark
1979,Invalid,PORTUGAL,Male,19.0,Yes,White Shark
1979,Unprovoked,SOUTH AFRICA,Male,18.0,No,nan
1979,Unprovoked,THAILAND,Male,,Yes,nan
1978,Boat,SOUTH AFRICA,,,No,nan
1978,Unprovoked,VANUATU,Female,,Yes,nan
1978,Unprovoked,MARSHALL ISLANDS,Male,25.0,No,nan
1978,Unprovoked,MARSHALL ISLANDS,Male,23.0,No,nan
1978,Unprovoked,AUSTRALIA,Male,,No,"Sevengill shark, Unknown.4 m"
1978,Unprovoked,USA,Male,20.0,No,nan
1978,Unprovoked,SOUTH AFRICA,,,No,Unknown7Unknown kg shark
1978,Unprovoked,SOUTH AFRICA,Male,,No,White Shark
1978,Unprovoked,SOUTH AFRICA,Male,17.0,No,Thought to involve a blacktip shark
1978,Invalid,SOUTH AFRICA,Male,,Yes,Tiger Shark
1978,Unprovoked,USA,Female,,No,nan
1978,Unprovoked,USA,Male,17.0,No,nan
1978,Invalid,ITALY,,,No,White Shark
1978,Provoked,USA,Male,27.0,No,nan
1978,Invalid,SOUTH AFRICA,Male,,Yes,Tiger Shark
1978,Unprovoked,AUSTRALIA,Male,,No,nan
1978,Unprovoked,SOUTH AFRICA,Male,23.0,Yes,White Shark
1978,Unprovoked,USA,Male,,No,Unknown.4 m [8'] shark
1978,Unprovoked,USA,Male,17.0,No,nan
1978,Sea Disaster,USA,Male,39.0,No,nan
1978,Unprovoked,SOUTH AFRICA,Male,27.0,No,White Shark
1978,Unprovoked,AUSTRALIA,Male,34.0,No,Unknown5' shark
1978,Unprovoked,USA,Male,,No,Unknown m [6'9] shark
1978,Unprovoked,USA,Male,27.0,No,nan
1978,Unprovoked,ITALY,Male,,No,White Shark
1977,Sea Disaster,AUSTRALIA,Male,74.0,Yes,nan
1977,Boat,SOUTH AFRICA,Male,,No,Mako Shark
1977,Invalid,AUSTRALIA,Male,,No,nan
1977,Unprovoked,USA,Male,,No,Unknown.Unknown m [4'] shark
1977,Unprovoked,SOUTH AFRICA,Male,31.0,No,nan
1977,Sea Disaster,AUSTRALIA,Male,32.0,No,nan
1977,Unprovoked,AUSTRALIA,Male,24.0,No,4 m [Unknown3'] shark
1977,Sea Disaster,AUSTRALIA,Male,45.0,Yes,nan
1977,Invalid,AUSTRALIA,Male,,Yes,nan
1977,Unprovoked,NEW CALEDONIA,,,No,nan
1977,Unprovoked,MEXICO,Male,,Yes,nan
1977,Provoked,USA,Male,27.0,No,Bull Shark
1977,Unprovoked,USA,Male,25.0,No,Bull Shark
1977,Unprovoked,AUSTRALIA,Male,,No,nan
1977,Sea Disaster,USA,Male,21.0,No,nan
1977,Unprovoked,SOUTH AFRICA,Male,25.0,No,White Shark
1977,Invalid,USA,Male,17.0,No,Shark involvement not confirmed
1977,Sea Disaster,USA,Male,49.0,No,nan
1977,Unprovoked,USA,Male,27.0,No,nan
1977,Boat,SOUTH AFRICA,,,No,3 m [UnknownUnknown'] white shark (Tooth  recovered from boat)
1977,Provoked,SOUTH AFRICA,Male,,No,Unknown.5 to Unknown m [5' to 6.75'] shark
1977,Unprovoked,SOUTH AFRICA,Male,18.0,No,Tiger Shark
1977,Unprovoked,AUSTRALIA,Male,17.0,No,White Shark
1977,Unprovoked,AUSTRALIA,Male,25.0,Yes,nan
1977,Boat,SOUTH AFRICA,Male,,No,White Shark
1977,Unprovoked,USA,Male,20.0,No,White Shark
1976,Unprovoked,USA,Male,,No,nan
1976,Unprovoked,USA,Male,23.0,No,6' to 8' shark
1976,Unprovoked,USA,Male,17.0,No,UnknownUnknown' to Unknown4' shark
1976,Unprovoked,USA,Male,,No,Unknown.9 m to Unknown.5 m [3' to 5'] shark
1976,Provoked,ITALY,Male,46.0,No,Blue
1976,Boat,AUSTRALIA,Female,,No,Unknown.5 m [5'] shark
1976,Unprovoked,USA,Male,,Yes,nan
1976,Boat,SOUTH AFRICA,,,No,Mako Shark
1976,Invalid,USA,,,Yes,4UnknownUnknown-lb shark
1976,Unprovoked,AUSTRALIA,Female,,No,nan
1976,Boat,SOUTH AFRICA,,,No,Whale shark
1976,Boat,SOUTH AFRICA,,,No,White Shark
1976,Boat,SOUTH AFRICA,,,No,White Shark
1976,Boat,SOUTH AFRICA,,,No,Unknown.5 m [8.Unknown5'] white shark
1976,Provoked,SOUTH AFRICA,,,No,4 m [Unknown3'] shark
1976,Provoked,SOUTH AFRICA,,,No,White Shark
1976,Unprovoked,USA,Male,25.0,No,6' shark
1976,Unprovoked,NEW ZEALAND,Male,,Yes,Bronze Whaler Shark
1976,Unprovoked,USA,Male,10.0,No,nan
1976,Unprovoked,USA,Male,18.0,Yes,nan
1976,Sea Disaster,HONG KONG,Male,,Yes,nan
1976,Unprovoked,USA,Male,24.0,No,nan
1976,Boat,SOUTH AFRICA,,,No,White Shark
1976,Unprovoked,USA,Male,19.0,No,White Shark
1976,Unprovoked,AUSTRALIA,Male,,No,nan
1976,Unprovoked,USA,Male,29.0,No,White Shark
1976,Invalid,AUSTRALIA,,,Yes,nan
1976,Unprovoked,USA,Male,19.0,No,Unknown.Unknown m [7'] lemon shark or bull shark
1976,Invalid,SOUTH AFRICA,Male,17.0,No,nan
1976,Provoked,SOUTH AFRICA,,,No,White Shark
1976,Unprovoked,SOUTH AFRICA,Male,19.0,No,White Shark
1976,Unprovoked,USA,Male,25.0,No,White Shark
1976,Sea Disaster,NEW CALEDONIA,,,No,nan
1976,Unprovoked,AUSTRALIA,Male,27.0,No,Unknown.7 m  [9'] shark
1976,Unprovoked,USA,Male,16.0,Yes,nan
1976,Unprovoked,USA,Male,,Yes,nan
1976,Unprovoked,USA,Male,15.0,No,Tiger Shark
1976,Unprovoked,SOUTH AFRICA,Male,20.0,No,White Shark
1976,Unprovoked,USA,Male,23.0,No,nan
1975,Unprovoked,USA,Female,10.0,No,nan
1975,Invalid,SOUTH AFRICA,Male,,Yes,White Shark
1975,Unprovoked,SOUTH AFRICA,Male,,No,White Shark
1975,Invalid,SOUTH AFRICA,Male,,Yes,nan
1975,Invalid,ITALY,Male,37.0,No,Unknown m shark
1975,Unprovoked,USA,Male,20.0,No,nan
1975,Unprovoked,USA,Male,17.0,No,nan
1975,Provoked,USA,Male,,No,nan
1975,Unprovoked,USA,Male,27.0,No,nan
1975,Unprovoked,USA,Male,18.0,No,4' shark
1975,Unprovoked,USA,Male,14.0,No,UnknownUnknown' shark
1975,Unprovoked,AUSTRALIA,Female,,No,nan
1975,Provoked,SOUTH AFRICA,Male,12.0,No,"Copper shark, 5Unknown-kg [UnknownUnknownUnknown-b]"
1975,Provoked,AUSTRALIA,,18.0,No,Bronze Whaler Shark
1975,Provoked,SOUTH AFRICA,Male,,No,Unknown.5 m [5']  shark
1975,Sea Disaster,BANGLADESH,,,Yes,nan
1975,Unprovoked,SOUTH AFRICA,Male,16.0,No,Unknown.5 m [5'] shark
1975,Boat,SOUTH AFRICA,,,No,Mako Shark
1975,Unprovoked,AUSTRALIA,Male,12.0,Yes,White Shark
1975,Unprovoked,AUSTRALIA,Male,45.0,No,"Carpet shark, UnknownUnknown'"
1975,Unprovoked,AUSTRALIA,Male,,No,nan
1975,Unprovoked,AUSTRALIA,Male,17.0,Yes,nan
1975,Unprovoked,BERMUDA,Male,25.0,No,8' blue shark
1975,Unprovoked,REUNION,Male,,Yes,nan
1975,Unprovoked,USA,Female,15.0,No,nan
1975,Provoked,AUSTRALIA,Male,29.0,No,Unknown.4 m [8'] whaler shark
1975,Unprovoked,USA,Male,16.0,No,nan
1975,Unprovoked,SOUTH AFRICA,Male,21.0,No,Unknown.Unknown m [4'] shark
1975,Unprovoked,USA,Female,14.0,No,Unknown.Unknown m [4'] shark
1975,Boat,AUSTRALIA,,,No,Unknown.4 m [8'] shark
1975,Provoked,AUSTRALIA,Male,35.0,No,"Grey nurse shark, UnknownUnknown'"
1975,Unprovoked,AUSTRALIA,Male,20.0,No,5' shark
1975,Unprovoked,SOUTH AFRICA,Male,33.0,No,Juvenile dusky shark
1975,Unprovoked,AUSTRALIA,Male,,No,nan
1975,Unprovoked,USA,Male,18.0,No,6' shark
1975,Invalid,USA,Male,,No,Shark involvement unconfirmed
1975,Unprovoked,AUSTRALIA,Male,20.0,No,Bronze Whaler Shark
1975,Invalid,USA,,,,nan
1975,Unprovoked,USA,Male,27.0,No,White Shark
1975,Unprovoked,SOUTH AFRICA,Male,19.0,No,White Shark
1975,Unprovoked,USA,Male,24.0,No,nan
1975,Unprovoked,USA,Male,20.0,No,Unknown.5 m [5'] shark
1975,Unprovoked,USA,Male,34.0,No,White Shark
1975,Unprovoked,AUSTRALIA,Male,21.0,No,UnknownUnknown' shark
1975,Unprovoked,USA,Male,23.0,No,White Shark
1975,Unprovoked,AUSTRALIA,Male,37.0,Yes,White Shark
1975,Sea Disaster,USA,Female,62.0,Yes,nan
1975,Unprovoked,HONG KONG,Male,24.0,No,nan
1975,Unprovoked,USA,Male,44.0,No,White Shark
1974,Sea Disaster,BRAZIL,Male,,Yes,nan
1974,Unprovoked,SOUTH AFRICA,Male,19.0,No,nan
1974,Unprovoked,SOUTH AFRICA,Male,22.0,No,Ragged Tooth Shark
1974,Unprovoked,SOUTH AFRICA,Male,19.0,No,nan
1974,Unprovoked,USA,Female,11.0,No,nan
1974,Unprovoked,SOUTH AFRICA,Male,17.0,No,Juvenile dusky shark
1974,Unprovoked,SOUTH AFRICA,Male,21.0,No,Unknown.8 m [6'] shark
1974,Boat,SOUTH AFRICA,,,No,White Shark
1974,Unprovoked,SOUTH AFRICA,Male,14.0,No,nan
1974,Unprovoked,MOZAMBIQUE,Male,,Yes,nan
1974,Boat,SOUTH AFRICA,,,No,White Shark
1974,Unprovoked,SOUTH AFRICA,Male,42.0,No,Ragged Tooth Shark
1974,Unprovoked,AUSTRALIA,Male,26.0,Yes,White Shark
1974,Unprovoked,SOUTH AFRICA,Male,33.0,No,Unknown m to Unknown.5 m [6.75'  to 8.Unknown5'] shark
1974,Unprovoked,MOZAMBIQUE,Male,32.0,Yes,nan
1974,Unprovoked,AUSTRALIA,Male,,No,Bronze Whaler Shark
1974,Unprovoked,CROATIA,,,Yes,nan
1974,Unprovoked,USA,Female,61.0,No,nan
1974,Unprovoked,USA,Male,45.0,No,White Shark
1974,Boat,SOUTH AFRICA,,,No,5 m white shark
1974,Sea Disaster,USA,Male,10.0,Yes,3.7 m [UnknownUnknown'] sharks
1974,Unprovoked,USA,Male,24.0,No,White Shark
1974,Unprovoked,AUSTRALIA,,32.0,No,nan
1974,Unprovoked,USA,Male,24.0,No,nan
1974,Unprovoked,USA,Male,29.0,No,White Shark
1974,Unprovoked,ISRAEL,Female,20.0,No,"Shortfin mako shark, Unknown.3 m [7.5']"
1974,Unprovoked,USA,Male,41.0,No,White Shark
1974,Unprovoked,USA,Male,48.0,No,White Shark
1974,Sea Disaster,AUSTRALIA,Male,30.0,No,nan
1974,Unprovoked,USA,Male,17.0,No,White Shark
1974,Unprovoked,USA,Male,17.0,Yes,small sharks'
1974,Unprovoked,HONG KONG,Male,,Yes,nan
1974,Unprovoked,HONG KONG,Male,19.0,No,nan
1974,Unprovoked,HONG KONG,Male,18.0,No,nan
1974,Unprovoked,CROATIA,Male,21.0,Yes,White Shark
1974,Unprovoked,USA,Male,,No,White Shark
1974,Unprovoked,USA,Male,36.0,No,White Shark
1974,Unprovoked,HONG KONG,Male,22.0,No,nan
1973,Unprovoked,MOZAMBIQUE,Male,28.0,Yes,nan
1973,Unprovoked,AUSTRALIA,Male,16.0,No,UnknownUnknown' shark
1973,Unprovoked,USA,Male,17.0,No,Unknown.5 m to Unknown.8 m [5' to 6']  blacktip shark
1973,Unprovoked,HONG KONG,Male,,No,nan
1973,Unprovoked,MEXICO,Male,45.0,Yes,nan
1973,Unprovoked,AUSTRALIA,Male,,No,nan
1973,Unprovoked,SOUTH AFRICA,Male,13.0,No,nan
1973,Unprovoked,SOUTH AFRICA,Male,26.0,No,"Unknown m shark, possibly a dusky or blacktip shark"
1973,Unprovoked,MEXICO,,57.0,Yes,nan
1973,Provoked,SOUTH AFRICA,Male,,No,Unknown m shark
1973,Unprovoked,PALAU,Male,,No,Tiger Shark
1973,Unprovoked,PALAU,Male,,No,Grey reef shark
1973,Unprovoked,AUSTRALIA,,21.0,,nan
1973,Unprovoked,USA,Male,,No,Unknown.Unknown m to Unknown.8 m [4' to 6'] shark observed in area
1973,Unprovoked,EGYPT,Male,,No,Tiger Shark
1973,Unprovoked,MEXICO,Male,37.0,Yes,White Shark
1973,Unprovoked,MEXICO,Male,,Yes,nan
1973,Unprovoked,HONG KONG,Male,20.0,Yes,nan
1973,Unprovoked,MOZAMBIQUE,Male,41.0,No,nan
1973,Unprovoked,PHILIPPINES,Male,19.0,Yes,nan
1973,Unprovoked,USA,Male,,No,nan
1973,Unprovoked,MOZAMBIQUE,Male,20.0,Yes,nan
1973,Unprovoked,AUSTRALIA,,,No,nan
1973,Unprovoked,USA,Male,13.0,No,nan
1973,Unprovoked,AUSTRALIA,,,No,nan
1973,Sea Disaster,SOUTH AFRICA,,,Yes,nan
1973,Unprovoked,BAHAMAS,Male,11.0,No,7' to 8' bull shark
1972,Provoked,PACIFIC OCEAN ,Male,33.0,No,nan
1972,Unprovoked,AUSTRALIA,Male,,Yes,nan
1972,Unprovoked,USA,Male,22.0,No,4.5' shark
1972,Unprovoked,USA,Male,32.0,No,White Shark
1972,Unprovoked,FRENCH POLYNESIA,Male,27.0,No,Unknown.5 m grey reef shark
1972,Unprovoked,WESTERN SAMOA,Male,25.0,Yes,Thought to involve a tiger shark
1972,Unprovoked,AUSTRALIA,Female,,No,nan
1972,Unprovoked,MOZAMBIQUE,Male,19.0,Yes,nan
1972,Unprovoked,MOZAMBIQUE,Male,24.0,No,White Shark
1972,Unprovoked,USA,Male,,No,nan
1972,Unprovoked,AUSTRALIA,Male,18.0,No,7' shark
1972,Unprovoked,AUSTRALIA,,,No,nan
1972,Unprovoked,SOUTH AFRICA,Male,20.0,Yes,nan
1972,Unprovoked,SOUTH AFRICA,Female,30.0,No,Zambesi shark
1972,Unprovoked,FRANCE,,,No,White Shark
1972,Unprovoked,MARSHALL ISLANDS,Male,,No,Unknown.8 m [6'] grey reef shark
1972,Invalid,USA,,,No,Unknown sharks
1972,Unprovoked,AUSTRALIA,Male,,Yes,nan
1972,Unprovoked,USA,Male,15.0,No,nan
1972,Unprovoked,AUSTRALIA,Male,45.0,No,White Shark
1972,Unprovoked,AUSTRALIA,Male,24.0,No,nan
1972,Unprovoked,SOUTH AFRICA,Male,29.0,No,nan
1972,Unprovoked,MOZAMBIQUE,Male,25.0,No,Unknown m to 3 m shark
1972,Unprovoked,SOUTH AFRICA,Male,,No,White Shark
1972,Unprovoked,AUSTRALIA,Male,,No,nan
1972,Provoked,AUSTRALIA,,24.0,No,nan
1972,Unprovoked,REUNION,,,Yes,nan
1972,Unprovoked,MEXICO,Male,17.0,Yes,nan
1972,Unprovoked,AUSTRALIA,Male,19.0,No,Bronze Whaler Shark
1972,Unprovoked,USA,Male,17.0,No,nan
1972,Unprovoked,NEW ZEALAND,Male,17.0,No,nan
1972,Unprovoked,USA,Male,,No,White Shark
1972,Invalid,MOZAMBIQUE,Female,20.0,No,nan
1972,Unprovoked,USA,Male,,No,Unknown.4 m [8'] shark
1972,Unprovoked,USA,Male,,Yes,Oceanic whitetip shark x Unknown
1971,Sea Disaster,MOZAMBIQUE,,,Yes,nan
1971,Unprovoked,KENYA,Male,16.0,No,Unknown m [6'9] shark
1971,Unprovoked,SOUTH AFRICA,Male,,Yes,White Shark
1971,Unprovoked,MEXICO,Male,19.0,Yes,nan
1971,Unprovoked,VENEZUELA,Male,14.0,Yes,nan
1971,Unprovoked,VENEZUELA,Male,66.0,Yes,nan
1971,Unprovoked,AUSTRALIA,Male,15.0,No,White Shark
1971,Unprovoked,NEW ZEALAND,Male,16.0,No,White Shark
1971,Unprovoked,AUSTRALIA,Male,,No,nan
1971,Unprovoked,IRAN,Male,,No,nan
1971,Unprovoked,IRAN,Male,,No,nan
1971,Unprovoked,USA,Male,,No,White Shark
1971,Unprovoked,SOUTH AFRICA,Male,21.0,No,White Shark
1971,Unprovoked,BRITISH ISLES,Male,32.0,No,3.6 m  porbeagle shark
1971,Unprovoked,USA,Male,8.0,No,nan
1971,Unprovoked,USA,Male,18.0,No,5' to 6' shark
1971,Unprovoked,TURKEY,Male,16.0,No,nan
1971,Provoked,AUSTRALIA,Male,26.0,No,"Grey nurse shark, UnknownUnknown'"
1971,Unprovoked,AUSTRALIA,,22.0,No,nan
1971,Unprovoked,AUSTRALIA,Male,20.0,Yes,nan
1971,Unprovoked,HONG KONG,Male,20.0,No,nan
1971,Provoked,AUSTRALIA,,20.0,No,nan
1971,Unprovoked,SOUTH AFRICA,Female,16.0,No,White Shark
1971,Unprovoked,SOUTH AFRICA,Male,25.0,No,Unknown.5 m to Unknown m shark
1971,Unprovoked,USA,Male,30.0,No,White Shark
1971,Unprovoked,USA,,17.0,No,nan
1971,Unprovoked,CROATIA,Male,34.0,Yes,White Shark
1971,Unprovoked,AUSTRALIA,Male,51.0,Yes,nan
1970,Unprovoked,ENGLAND,Male,,No,8' blue shark
1970,Unprovoked,USA,Male,19.0,No,nan
1970,Unprovoked,0,Female,8.0,No,Carpet shark
1970,Unprovoked,MOZAMBIQUE,Male,14.0,No,nan
1970,Unprovoked,MOZAMBIQUE,Male,16.0,No,Zambesi shark
1970,Unprovoked,MOZAMBIQUE,Male,12.0,No,Zambesi shark
1970,Invalid,USA,Male,,Yes,5.5 m [Unknown8'] shark seen in the vicinity
1970,Unprovoked,MOZAMBIQUE,Male,10.0,No,Zambesi shark
1970,Sea Disaster,EGYPT,Male,,Yes,nan
1970,Unprovoked,MEXICO,Male,22.0,No,nan
1970,Unprovoked,IRAQ,Female,28.0,No,nan
1970,Unprovoked,PAPUA NEW GUINEA,Male,15.0,No,nan
1970,Unprovoked,SRI LANKA,Male,,No,nan
1970,Unprovoked,SPAIN,Male,,No,Blue
1970,Boat,ITALY,Male,,No,White Shark
1970,Unprovoked,CROATIA,Male,,,White Shark
1970,Unprovoked,IRAQ,Female,25.0,No,nan
1970,Unprovoked,IRAQ,Male,35.0,Yes,nan
1970,Unprovoked,IRAQ,Male,35.0,No,nan
1970,Provoked,0,Male,,No,Wobbegong Shark
1970,Unprovoked,SOLOMON ISLANDS,Male,,,Wobbegong Shark
1970,Unprovoked,USA,Male,,No,nan
1970,Unprovoked,GRENADA,Male,14.0,Yes,nan
1970,Unprovoked,USA,Male,18.0,No,nan
1970,Unprovoked,MOZAMBIQUE,Male,18.0,Yes,nan
1970,Unprovoked,MOZAMBIQUE,Male,,Yes,nan
1970,Sea Disaster,PHILIPPINES,,,Yes,nan
1970,Sea Disaster,USA,Male,41.0,No,nan
1970,Unprovoked,0,Male,,No,nan
1970,Unprovoked,USA,Male,,No,nan
1970,Unprovoked,MICRONESIA,Male,43.0,No,Unknown.8 to Unknown m C. albimarginatus
1970,Provoked,PALAU,Male,20.0,No,Unknown m shark
1970,Unprovoked,MICRONESIA,Male,,No,Unknown.8 m shark
1970,Provoked,AUSTRALIA,Male,20.0,No,nan
1970,Unprovoked,USA,Male,,No,nan
1970,Invalid,0,,,Yes,nan
1970,Unprovoked,0,Male,,No,Mako Shark
1970,Provoked,USA,Male,13.0,No,7.5' shark
1970,Provoked,SOUTH AFRICA,Male,25.0,No,Ragged Tooth Shark
1970,Unprovoked,GRENADA,Male,16.0,Yes,nan
1970,Unprovoked,GRENADA,Male,18.0,Yes,nan
1970,Unprovoked,USA,Male,,No,Dog shark
1969,Provoked,AUSTRALIA,Male,65.0,No,Mako Shark
1969,Provoked,USA,Male,23.0,No,Nurse Shark
1969,Unprovoked,DOMINICAN REPUBLIC,Male,18.0,,nan
1969,Unprovoked,AUSTRALIA,,,No,nan
1969,Invalid,AUSTRALIA,Male,,No,Considered a Doubtful incident
1969,Provoked,USA,Male,,No,Lemon Shark
1969,Unprovoked,AUSTRALIA,Male,,No,Carpet shark
1969,Unprovoked,USA,Male,16.0,No,White Shark
1969,Provoked,AUSTRALIA,Male,49.0,No,7-gill shark
1969,Invalid,AUSTRALIA,Male,52.0,,Unconfirmed incident
1969,Unprovoked,AUSTRALIA,Male,21.0,No,nan
1969,Provoked,BAHAMAS,,,No,UnknownUnknown' shark
1969,Unprovoked,USA,Male,8.0,No,nan
1969,Provoked,USA,Male,,No,Unknown' to 3' shark
1969,Unprovoked,USA,Male,15.0,No,nan
1969,Unprovoked,JAMAICA,Male,27.0,No,nan
