Year,Type,Country,Sex,Age,Fatal,Species
2008,Invalid,USA,Female,20.0,No,Shark involvement not confirmed
2008,Invalid,USA,Male,7.0,No,Shark involvement not confirmed
2008,Unprovoked,USA,Male,,No,nan
2008,Unprovoked,USA,Male,47.0,No,nan
2008,Unprovoked,USA,Female,38.0,No,8' bull shark or Caribbean reef shark
2007,Provoked,ENGLAND,Male,38.0,No,"Lesser spotted dogfish, Scyliorhinus canicula, less than 8Unknown cm in length"
2007,Unprovoked,USA,Female,,No,3' to 4' shark
2007,Unprovoked,AUSTRALIA,Male,,No,nan
2007,Unprovoked,USA,Female,,No,nan
2007,Provoked,USA,Female,40.0,No,A UnknownUnknown-year-old 94-pound pregnant blacktip reef shark
2007,Unprovoked,AUSTRALIA,Male,19.0,No,UnknownUnknown' shark
2007,Unprovoked,AUSTRALIA,Female,38.0,No,Unknown.5 m shark
2007,Unprovoked,USA,Female,21.0,No,4' to 5' shark
2007,Unprovoked,SEYCHELLES,Male,,No,White Shark
2007,Invalid,AUSTRALIA,Male,45.0,Yes,nan
2007,Unprovoked,USA,Male,,No,Tiger Shark
2007,Invalid,USA,Female,9.0,No,Shark involvement not confirmed
2007,Unprovoked,USA,Male,18.0,No,nan
2007,Unprovoked,USA,Male,20.0,No,4' shark
2007,Unprovoked,USA,Female,,No,nan
2007,Provoked,USA,Male,,No,Lemon Shark
2007,Invalid,SENEGAL,,,,nan
2007,Unprovoked,REUNION,Male,17.0,No,Unknown m shark
2007,Unprovoked,BAHAMAS,Female,48.0,No,Bull Shark
2007,Unprovoked,USA,Female,30.0,No,5' shark
2007,Invalid,USA,Female,43.0,No,Shark involvement not confirmed
2007,Provoked,NORWAY,Male,48.0,No,"3' small spotted catshark, Scyliorhinus canicula"
2007,Unprovoked,USA,Male,14.0,No,Unknown' to 3' shark
2007,Unprovoked,AUSTRALIA,Male,15.0,No,Bronze Whaler Shark
2007,Sea Disaster,TURKS & CAICOS,,,Yes,nan
2007,Unprovoked,USA,Male,68.0,No,6' to 8' shark
2007,Boat,USA,Male,,No,White Shark
2007,Provoked,BAHAMAS,Female,20.0,No,Lemon Shark
2007,Unprovoked,AUSTRALIA,Female,13.0,No,a small shark
2007,Unprovoked,USA,Male,24.0,No,"6' to 8' shark, possibly a tiger shark"
2007,Invalid,USA,Male,54.0,No,Unknown4 to 3Unknown shark
2007,Unprovoked,AUSTRALIA,Male,,No,Unknown.4 m shark
2007,Unprovoked,SOUTH AFRICA,Male,24.0,Yes,Tiger Shark
2007,Invalid,AUSTRALIA,Male,20.0,Yes,nan
2007,Unprovoked,AUSTRALIA,Male,41.0,No,White Shark
2007,Boat,USA,,,No,Unknown4' shark
2007,Unprovoked,NEW CALEDONIA,Male,30.0,No,Tiger Shark
2007,Unprovoked,NEW CALEDONIA,Male,,No,nan
2007,Unprovoked,AUSTRALIA,Male,26.0,No,nan
2007,Invalid,COSTA RICA,Male,36.0,Yes,nan
2007,Provoked,NEW ZEALAND,Male,16.0,No,Tiger Shark
2007,Unprovoked,USA,Male,29.0,No,nan
2007,Unprovoked,AUSTRALIA,Female,59.0,No,Unknown to Unknown.5 m shark
2007,Provoked,USA,Male,,No,5' shark
2007,Unprovoked,AUSTRALIA,Female,42.0,No,Unknown.5 m shark
2007,Unprovoked,USA,Male,11.0,No,4' to 5' shark
2007,Unprovoked,YEMEN,,,Yes,nan
2007,Unprovoked,USA,Male,9.0,No,nan
2007,Unprovoked,USA,Male,27.0,No,3' shark
2007,Unprovoked,USA,Male,7.0,No,nan
2007,Unprovoked,NEW CALEDONIA,Male,26.0,No,Tiger Shark
2007,Boat,USA,,,No,Bull Shark
2007,Unprovoked,USA,Male,24.0,No,3' to 4' shark
2007,Unprovoked,USA,Male,12.0,No,blacktip or spinner shark
2007,Unprovoked,USA,Male,36.0,No,
2007,Unprovoked,USA,Female,63.0,No,Tiger Shark
2007,Unprovoked,USA,Male,,No,White Shark
2007,Invalid,USA,Female,,Yes,nan
2007,Unprovoked,USA,Female,,No,White Shark
2007,Unprovoked,BAHAMAS,Female,48.0,No,Caribbean reef shark
2007,Unprovoked,NEW CALEDONIA,Female,23.0,Yes,Tiger Shark
2007,Sea Disaster,PHILIPPINES,Male,,Yes,nan
2007,Unprovoked,USA,Male,,No,nan
2007,Unprovoked,USA,Male,16.0,No,Blacktip
2007,Unprovoked,USA,Male,22.0,No,3' to 4' shark
2007,Unprovoked,AUSTRALIA,Male,31.0,No,Bronze Whaler Shark
2007,Unprovoked,AUSTRALIA,Female,52.0,No,White Shark
2007,Unprovoked,USA,Male,32.0,No,Tiger Shark
2007,Invalid,MEXICO,Male,,No,nan
2007,Unprovoked,SOUTH AFRICA,Male,37.0,No,White Shark
2007,Unprovoked,USA,Male,42.0,No,5' shark
2007,Unprovoked,USA,Male,21.0,No,4' to 5' shark
2007,Unprovoked,SOUTH AFRICA,Male,14.0,No,Unknown.5 to Unknown m shark
2007,Unprovoked,AUSTRALIA,Male,,No,nan
2007,Provoked,AUSTRALIA,Male,32.0,No,reef shark
2007,Unprovoked,BRAZIL,Male,28.0,No,Unknown.Unknown7 m shark
2007,Unprovoked,NEW ZEALAND,Female,,No,nan
2007,Unprovoked,USA,Male,52.0,No,Tiger Shark
2007,Invalid,AUSTRALIA,Male,34.0,No,Not a shark attack; it was a hoax
2007,Unprovoked,AUSTRALIA,Male,,No,a small shark
2007,Invalid,BRITISH VIRGIN ISLANDS,Male,53.0,Yes,nan
2007,Unprovoked,ECUADOR,Male,24.0,No,3 m shark
2007,Unprovoked,USA,Male,20.0,No,nan
2007,Unprovoked,EGYPT,Female,,No,Oceanic whitetip sharks were in the vicinity
2007,Unprovoked,AUSTRALIA,Male,31.0,No,Unknown m shark
2007,Unprovoked,USA,Female,,No,4' shark
2007,Unprovoked,USA,Male,27.0,No,3' shark
2007,Unprovoked,USA,Male,23.0,No,3' shark
2007,Unprovoked,USA,Male,51.0,No,nan
2007,Unprovoked,USA,Male,9.0,No,nan
2007,Unprovoked,USA,Male,30.0,No,nan
2007,Unprovoked,USA,Male,19.0,No,nan
2007,Unprovoked,USA,Female,15.0,No,
2007,Unprovoked,USA,Male,20.0,No,Possibly a 6' bull shark
2007,Unprovoked,USA,Male,7.0,No,nan
2007,Unprovoked,USA,Male,16.0,No,4' to 5' shark
2007,Unprovoked,USA,Male,52.0,No,nan
2007,Provoked,USA,Male,,No,Sandtiger shark
2007,Provoked,USA,Male,,No,Sand shark
2007,Unprovoked,USA,Female,19.0,No,Possibly a UnknownUnknown' bull shark
2007,Unprovoked,USA,Male,54.0,No,3' shark
2007,Unprovoked,USA,Male,15.0,No,Tiger Shark
2007,Unprovoked,USA,Male,58.0,No,Possibly a spinner shark
2007,Unprovoked,USA,Female,12.0,No,Unknown8 to Unknown4 shark
2007,Unprovoked,USA,Male,15.0,No,nan
2007,Unprovoked,USA,Female,36.0,No,nan
2007,Unprovoked,USA,Female,58.0,No,nan
2007,Unprovoked,USA,Male,14.0,No,Nurse Shark
2007,Unprovoked,USA,Female,,No,9.5' shark?
2007,Unprovoked,SOLOMON ISLANDS,Male,,No,Gray reef shark
2007,Unprovoked,USA,Male,56.0,No,nan
2007,Unprovoked,USA,Male,24.0,No,White Shark
2006,Unprovoked,USA,Male,,No,nan
2006,Provoked,USA,Male,15.0,No,"Grey reef shark, 5' to 8'"
2006,Unprovoked,BRAZIL,Male,33.0,No,nan
2006,Unprovoked,USA,Female,,No,Tiger Shark
2006,Unprovoked,USA,Female,13.0,No,nan
2006,Unprovoked,USA,Female,,No,nan
2006,Provoked,AUSTRALIA,Male,46.0,No,Wobbegong Shark
2006,Invalid,USA,Male,,Yes,nan
2006,Unprovoked,USA,Male,54.0,No,nan
2006,Provoked,USA,Male,35.0,No,Bull Shark
2006,Unprovoked,USA,Male,31.0,No,nan
2006,Unprovoked,USA,Male,43.0,No,nan
2006,Provoked,USA,,,No,Tiger Shark
2006,Unprovoked,USA,Male,26.0,No,Tiger Shark
2006,Unprovoked,AUSTRALIA,Male,40.0,No,Unknown4' white shark
2006,Unprovoked,USA,Female,7.0,No,3' to 4' shark
2006,Unprovoked,USA,Male,24.0,No,Unknown' to 3' shark
2006,Unprovoked,BRAZIL,Male,27.0,Yes,nan
2006,Unprovoked,USA,Female,22.0,No,Possibly a Unknown' to 3' blacktip or spinner shark
2006,Unprovoked,BAHAMAS,Male,25.0,No,nan
2006,Provoked,USA,Male,,No,nan
2006,Unprovoked,USA,Female,9.0,No,nan
2006,Unprovoked,SOUTH AFRICA,Male,15.0,No,Ragged Tooth Shark
2006,Unprovoked,USA,Male,35.0,No,Unknown.8 m blacktip reef shark
2006,Unprovoked,AUSTRALIA,Male,15.0,No,Bronze Whaler Shark
2006,Unprovoked,SOUTH AFRICA,Male,15.0,No,Ragged Tooth Shark
2006,Unprovoked,BRAZIL,Male,35.0,No,Tiger Shark
2006,Boat,USA,Male,57.0,No,UnknownUnknown' to Unknown8' shark
2006,Unprovoked,USA,Male,13.0,No,nan
2006,Unprovoked,SOUTH AFRICA,Male,49.0,No,Said to involve a Unknown.5 m shark
2006,Unprovoked,USA,Male,21.0,No,4' shark
2006,Unprovoked,AUSTRALIA,Female,21.0,Yes,Bull Shark
2006,Invalid,BAHAMAS,Male,,No,nan
2006,Unprovoked,AUSTRALIA,Male,52.0,No,3.5 m white shark
2006,Unprovoked,USA,Male,,No,nan
2006,Boat,ATLANTIC OCEAN,Female,,No,nan
2006,Unprovoked,SOUTH AFRICA,Male,34.0,No,nan
2006,Boat,ATLANTIC OCEAN,Male,,No,UnknownUnknown' shark
2006,Unprovoked,TONGA,Female,24.0,Yes,Tiger Shark
2006,Unprovoked,USA,Male,11.0,No,nan
2006,Boat,AUSTRALIA,Male,,No,4.5 m white shark
2006,Unprovoked,AUSTRALIA,Male,,No,nan
2006,Unprovoked,AUSTRALIA,Male,18.0,No,nan
2006,Invalid,USA,Male,45.0,Yes,nan
2006,Unprovoked,USA,Female,15.0,No,5' to 7' shark
2006,Unprovoked,AUSTRALIA,Male,15.0,No,Bronze Whaler Shark
2006,Unprovoked,FIJI,Male,21.0,No,Tiger Shark
2006,Invalid,SOUTH AFRICA,Male,17.0,Yes,nan
2006,Unprovoked,USA,Female,28.0,No,Tiger Shark
2006,Unprovoked,Sierra Leone,Male,,Yes,"3 m, 6UnknownUnknown-kg shark"
2006,Unprovoked,USA,Female,28.0,No,Unknown.8 m blacktip reef shark
2006,Unprovoked,USA,Male,40.0,No,nan
2006,Unprovoked,USA,Female,14.0,No,5' to 6' spinner or bull shark
2006,Unprovoked,USA,Male,,No,nan
2006,Unprovoked,BRAZIL,Male,20.0,Yes,nan
2006,Invalid,AUSTRALIA,Male,44.0,Yes,No shark involvement
2006,Unprovoked,USA,Male,52.0,No,5' shark
2006,Unprovoked,USA,Male,55.0,No,Spinner shark
2006,Unprovoked,USA,Male,16.0,No,nan
2006,Provoked,USA,Male,,No,Nurse Shark
2006,Unprovoked,USA,Male,19.0,No,nan
2006,Invalid,SOUTH AFRICA,Male,36.0,No,nan
2006,Unprovoked,BAHAMAS,Female,26.0,No,nan
2006,Unprovoked,USA,Male,18.0,No,3' to 3.5' shark
2006,Unprovoked,USA,Male,,No,Unknown' to 4' shark
2006,Unprovoked,USA,Male,20.0,No,nan
2006,Unprovoked,USA,Male,15.0,No,nan
2006,Unprovoked,USA,Male,22.0,No,White Shark
2006,Provoked,SOUTH AFRICA,Male,,No,Bull Shark
2006,Unprovoked,USA,Male,29.0,No,Unknown m to 3 m shark
2006,Sea Disaster,PHILIPPINES,,,Yes,nan
2006,Unprovoked,AUSTRALIA,Male,15.0,No,White Shark
2006,Provoked,SOUTH AFRICA,Male,25.0,No,Ragged Tooth Shark
2006,Unprovoked,USA,Male,43.0,No,White Shark
2006,Unprovoked,NEW ZEALAND,Male,10.0,No,Unknown to 3 m shark
2006,Unprovoked,USA,Male,11.0,No,nan
2006,Unprovoked,AUSTRALIA,Male,25.0,No,Unknown.5 to 3 m shark
2006,Unprovoked,USA,Male,33.0,No,3' shark
2006,Unprovoked,GULF OF ADEN,,,Yes,nan
2006,Unprovoked,SOUTH AFRICA,Male,37.0,No,White Shark
2006,Provoked,USA,,,No,small catsharks
2006,Unprovoked,USA,Male,23.0,No,nan
2006,Unprovoked,USA,Female,21.0,No,nan
2006,Invalid,SPAIN,Female,7.0,No,"Shark involvement not confirmed, injury may have been caused by a bluefish"
2006,Unprovoked,USA,Male,49.0,No,"Angel shark, Unknown.Unknownm"
2006,Invalid,AUSTRALIA,,,No,nan
2006,Unprovoked,USA,Male,,No,Bull Shark
2006,Unprovoked,USA,Male,14.0,No,
2006,Unprovoked,SOUTH AFRICA,Male,19.0,No,White Shark
2006,Unprovoked,USA,Male,15.0,No,nan
2006,Invalid,USA,Male,,No,"Thought to involve a mako shark, but possibly a sea lion"
2006,Unprovoked,USA,Male,41.0,No,White Shark
2006,Unprovoked,BRAZIL,Male,,Yes,Bull Shark
2006,Unprovoked,REUNION,Male,,No,Bull Shark
2006,Sea Disaster,ITALY,Male,,Yes,nan
2006,Unprovoked,USA,Female,59.0,No,nan
2006,Unprovoked,REUNION,Male,27.0,No,nan
2006,Invalid,BRAZIL,Male,17.0,Yes,nan
2006,Invalid,BELIZE,Male,34.0,Yes,nan
2006,Unprovoked,AUSTRALIA,Male,,No,Bronze Whaler Shark
2006,Unprovoked,REUNION,Male,34.0,Yes,nan
2006,Unprovoked,SOUTH AFRICA,Male,,No,5 m shark
2006,Unprovoked,SOUTH AFRICA,Male,24.0,No,White Shark
2005,Unprovoked,USA,Female,11.0,No,nan
2005,Unprovoked,MADAGASCAR,Male,,No,Unknown.5 m shark
2005,Unprovoked,USA,,,No,Tiger Shark
2005,Unprovoked,AUSTRALIA,,,No,Blacktip
2005,Unprovoked,SOUTH AFRICA,Male,32.0,No,Ragged Tooth Shark
2005,Unprovoked,USA,Female,,No,Unknown8 to 36 shark
2005,Unprovoked,USA,Male,33.0,No,small shark
2005,Sea Disaster,USA,Male,,No,nan
2005,Unprovoked,USA,Male,6.0,No,nan
2005,Unprovoked,SOUTH AFRICA,Male,22.0,Yes,White Shark
2005,Invalid,USA,Male,17.0,No,"Mr. Burgess of ISAF announced the injury was the bite of a Unknown.8 m [6'], Unknown- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident"
2005,Unprovoked,MEXICO ,Male,,No,nan
2005,Unprovoked,SOUTH KOREA,Female,38.0,No,3 m [UnknownUnknown'] white shark
2005,Unprovoked,USA,Male,20.0,No,"Unknown, but it was reported that a shark tooth was recovered from the wound"
2005,Invalid,USA,Male,49.0,No,nan
2005,Invalid,AUSTRALIA,,,No,No shark involvement
2005,Unprovoked,VANUATU,Female,7.0,Yes,"On 8/Unknown3/UnknownUnknownUnknown5 anglers from New Zealand caught a Unknown.8 m [9'3], Unknown4Unknown-kg [3Unknown9-lb] shark at the same spot. It was believed this was the same shark that killed Alysha"
2005,Unprovoked,USA,Female,14.0,Yes,Unknown.8 m [6'] bull shark
2005,Unprovoked,USA,Male,16.0,No,Bull Shark
2005,Unprovoked,USA,Male,19.0,No,nan
2005,Unprovoked,USA,Female,14.0,No,[4' to 5']
2005,Unprovoked,USA,Male,22.0,No,[4.5' to 5'] shark
2005,Provoked,AUSTRALIA,Male,25.0,No,Mako Shark
2005,Unprovoked,USA,Male,47.0,No,Tiger Shark
2005,Unprovoked,NEW ZEALAND,Male,39.0,No,White Shark
2005,Unprovoked,AUSTRALIA,,,No,nan
2005,Unprovoked,AUSTRALIA,Male,20.0,No,Unknown m [6.75'] copper shark
2005,Invalid,LIBERIA,Male,,Yes,nan
2005,Provoked,AUSTRALIA,,,No,Bronze Whaler Shark
2005,Provoked,AUSTRALIA,Male,,No,3 m shark
2005,Unprovoked,CUBA,Male,19.0,No,3 m [UnknownUnknown'] shark
2005,Unprovoked,BRAZIL,Male,12.0,No,nan
2005,Unprovoked,USA,Male,,No,Unknown.8 m [6'] Caribbean reef shark
2005,Unprovoked,USA,Male,,No,Tiger Shark
2005,Provoked,USA,Male,,No,Nurse Shark
2005,Unprovoked,AUSTRALIA,Male,18.0,No,Bull Shark
2005,Unprovoked,SOLOMON ISLANDS,Male,,No,nan
2005,Provoked,NEW ZEALAND,Male,,No,Bronze Whaler Shark
2005,Invalid,SOUTH AFRICA,Male,51.0,No,Tiger Shark
2005,Provoked,USA,Male,45.0,No,"Sandtiger shark, Unknown.Unknown m [7']"
2005,Unprovoked,AUSTRALIA,Male,26.0,Yes,6 m [UnknownUnknown'] white shark
2005,Unprovoked,VENEZUELA,Male,,No,nan
2005,Unprovoked,AUSTRALIA,Male,,No,nan
2005,Unprovoked,SOUTH AFRICA,Male,32.0,No,4 m [Unknown3'] shark
2005,Invalid,HONDURAS,Female,,No,Shark involvement not confirmed
2005,Unprovoked,USA,Female,,No,small hammerhead shark
2005,Unprovoked,USA,Male,37.0,No,nan
2005,Invalid,USA,Male,52.0,No,Shark involvement not confirmed
2005,Unprovoked,USA,Female,70.0,No,Unknown.8 m [6'] blacktip shark
2005,Unprovoked,AUSTRALIA,Male,40.0,No,Bronze Whaler Shark
2005,Provoked,CHINA,Male,24.0,No,3.5 m [UnknownUnknown.5']shark
2005,Unprovoked,USA,Male,37.0,No,juvenile white shark
2005,Invalid,USA,Male,25.0,No,Shark involvement not confirmed
2005,Unprovoked,USA,Male,22.0,No,Tiger Shark
2005,Unprovoked,USA,Female,20.0,No,Unknown8' white shark
2005,Unprovoked,USA,Male,36.0,No,White Shark
2005,Unprovoked,SOUTH AFRICA,Male,20.0,No,3 m shark
2005,Unprovoked,ST. MAARTIN,Male,55.0,No,Unknown' shark
2005,Unprovoked,USA,Male,15.0,No,Unknown' to 3' shark
2005,Unprovoked,USA,Male,26.0,No,UnknownUnknown' to Unknown4' white shark
2005,Unprovoked,USA,Male,25.0,No,nan
2005,Unprovoked,USA,Male,18.0,No,6' shark
2005,Provoked,SOUTH AFRICA,Male,32.0,No,Ragged Tooth Shark
2005,Boat,NEW CALEDONIA,,,No,4.5 m white shark
2005,Unprovoked,USA,Male,17.0,No,nan
2005,Unprovoked,USA,Male,,No,4' shark
2005,Unprovoked,NEW CALEDONIA,,,No,nan
2005,Unprovoked,SOUTH AFRICA,Male,26.0,No,nan
2005,Unprovoked,AUSTRALIA,Male,18.0,No,Unknown.8 m shark
2005,Boat,AUSTRALIA,,,No,3 m white shark
2005,Unprovoked,USA,Male,23.0,No,4' shark
2005,Unprovoked,USA,Male,,No,nan
2005,Boat,AUSTRALIA,,,No,4 m white shark
2005,Unprovoked,AUSTRALIA,Male,44.0,No,White Shark
2005,Unprovoked,USA,Male,29.0,No,Tiger Shark
2005,Unprovoked,USA,Male,30.0,No,White Shark
2005,Unprovoked,USA,Male,61.0,No,nan
2005,Provoked,USA,Male,15.0,No,nan
2005,Boat,ATLANTIC OCEAN,,,No,3 m shark
2005,Unprovoked,GRAND CAYMAN,Female,57.0,No,Caribbean reef sharks
2005,Unprovoked,USA,Male,62.0,No,nan
2005,Unprovoked,USA,Male,48.0,No,nan
2005,Unprovoked,USA,Female,13.0,No,nan
2005,Unprovoked,USA,Male,14.0,No,nan
2005,Unprovoked,USA,Male,16.0,No,Unknown.8 m [6'] shark
2005,Invalid,SOUTH AFRICA,,,No,nan
2005,Unprovoked,USA,Male,12.0,No,nan
2005,Unprovoked,USA,Male,8.0,No,Possibly a sandbar shark or small blacktip shark
2005,Invalid,USA,Male,17.0,No,possibly a small blacktip shark
2005,Unprovoked,AUSTRALIA,Male,23.0,Yes,White Shark
2005,Provoked,THAILAND,Male,21.0,Yes,"Unknown m [6.75'] shark, UnknownUnknownUnknown-kg shark T"
2005,Invalid,Seychelles,Male,,Yes,Bull Shark
2005,Unprovoked,AUSTRALIA,Male,40.0,No,4 m [Unknown3'] white shark
2005,Unprovoked,AUSTRALIA,Male,44.0,No,Bronze Whaler Shark
2005,Unprovoked,USA,Female,18.0,No,Bull Shark
2005,Unprovoked,SOUTH AFRICA,Male,52.0,No,White Shark
2005,Unprovoked,AUSTRALIA,Male,28.0,No,Tiger Shark
2005,Unprovoked,AUSTRALIA,Male,26.0,No,Unknown4' to Unknown6' white shark
2005,Unprovoked,BAHAMAS,Male,35.0,No,nan
2005,Invalid,USA,Male,,No,Shark involvement not confirmed
2005,Unprovoked,USA,Female,68.0,No,3' to 4' shark
2005,Unprovoked,USA,Male,18.0,Yes,nan
2005,Unprovoked,AUSTRALIA,Male,15.0,No,nan
2004,Unprovoked,BRAZIL,Male,22.0,No,bull shark
2004,Unprovoked,AUSTRALIA,Male,,No,Wobbegong Shark
2004,Unprovoked,USA,Male,26.0,No,nan
2004,Invalid,USA,Female,22.0,Yes,nan
2004,Unprovoked,SOUTH AFRICA,Male,16.0,No,5 m [Unknown6.5'] white shark
2004,Unprovoked,USA,Male,57.0,Yes,Tiger Shark
2004,Invalid, TONGA,Male,,Yes,nan
2004,Unprovoked, TONGA,Male,,Yes,small sharks
2004,Boat,NEW ZEALAND,,,No,White Shark
2004,Unprovoked,USA,Male,20.0,No,Unknown.Unknown m [4'] bull shark
2004,Unprovoked,USA,Female,9.0,No,nan
2004,Unprovoked,BRAZIL,Male,22.0,Yes,nan
2004,Unprovoked,USA,Male,28.0,No,Mako Shark
2004,Provoked,BAHAMAS,Male,63.0,No,"Unknown,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)"
2004,Unprovoked,BRAZIL,Female,24.0,No,nan
2004,Invalid,USA,Male,9.0,No,Shark involvement not confirmed
2004,Unprovoked,USA,Male,9.0,No,nan
2004,Unprovoked,USA,Male,44.0,No,Unknown.4 m to 3.7 m [8' to UnknownUnknown'] shark
2004,Unprovoked,BRAZIL,Male,17.0,No,Bull Shark
2004,Unprovoked,REUNION,Male,20.0,No,Unknown.5 m shark
2004,Unprovoked,USA,Male,16.0,No,Unknown.9 m to Unknown.5 m [3' to 5'] shark
2004,Unprovoked,USA,Male,,No,bull shark
2004,Unprovoked,AUSTRALIA,Male,22.0,No,6Unknown cm [Unknown3.6] blind or brown shark
2004,Unprovoked,USA,Male,61.0,No,nan
2004,Invalid,NEW ZEALAND,Male,,No,Shark involvement doubtful
2004,Unprovoked,USA,Male,8.0,No,Unknown.Unknown m [4'] shark
2004,Unprovoked,AUSTRALIA,Male,,No,nan
2004,Sea Disaster,EGYPT,,,Yes,nan
2004,Invalid,NEW ZEALAND,Male,,No,nan
2004,Unprovoked,SOUTH AFRICA,Male,22.0,No,Ragged Tooth Shark
2004,Unprovoked,AUSTRALIA,Male,,No,Ragged Tooth Shark
2004,Boat,SOUTH AFRICA,Male,,No,Mako Shark
2004,Unprovoked,VENEZUELA,Male,40.0,No,Bull Shark
2004,Unprovoked,VENEZUELA,Male,,No,Bull Shark
2004,Unprovoked,URUGUAY,Male,21.0,No,Possibily a  Unknown.5 to Unknown m sandtiger shark
2004,Unprovoked,USA,Female,,No,Unknown.8 m [6'] shark
2004,Unprovoked,AUSTRALIA,Male,46.0,No,4 m to 5 m [Unknown3' to Unknown6.5'] white shark
2004,Unprovoked,EGYPT,Male,,Yes,nan
2004,Invalid,AUSTRALIA,Male,31.0,No,Shark involvement not confirmed
2004,Unprovoked,AUSTRALIA,Male,,No,nan
2004,Unprovoked,NEW ZEALAND,Male,15.0,No,Unknown m [6.75'] sevengill  shark
2004,Unprovoked,BRAZIL,Male,29.0,Yes,nan
2004,Unprovoked,AUSTRALIA,Male,47.0,No,Bronze Whaler Shark
2004,Unprovoked,USA,Male,51.0,No,Tiger Shark
2004,Unprovoked,NEW ZEALAND,Male,,No,Bronze Whaler Shark
2004,Unprovoked,SOUTH AFRICA,Male,21.0,Yes,White Shark
2004,Invalid,AUSTRALIA,Male,,No,nan
2004,Unprovoked,AUSTRALIA,Male,17.0,No,Bronze Whaler Shark
2004,Unprovoked,CUBA,Male,40.0,No,Unknown.5 m [8.Unknown5'] bull shark
2004,Boat,AUSTRALIA,,,No,Tiger Shark
2004,Unprovoked,USA,Male,40.0,No,nan
2004,Unprovoked,USA,Male,16.0,No,nan
2004,Unprovoked,REUNION,Male,15.0,No,Thought to involve a Unknown.5 m bull or tiger shark
2004,Unprovoked,SOUTH AFRICA,Male,34.0,No,Ragged Tooth Shark
2004,Unprovoked,USA,Male,34.0,No,Tiger Shark
2004,Unprovoked,USA,Male,,No,Unknown.8 m to Unknown.4 m [6' to 8'] white shark
2004,Unprovoked,AUSTRALIA,Male,59.0,No,Bronze Whaler Shark
2004,Invalid,NEW ZEALAND,,,No,3 m white shark
2004,Unprovoked,NEW CALEDONIA,,,No,3 m shark
2004,Invalid,USA,Male,,No,Shark involvement questionable
2004,Unprovoked,VANUATU,Male,,No,nan
2004,Unprovoked,USA,,38.0,No,5.5 m [Unknown8'] white shark
2004,Unprovoked,SOUTH AFRICA,Female,77.0,Yes,6 m [UnknownUnknown'] white shark
2004,Unprovoked,SOUTH AFRICA,Male,16.0,No,Ragged Tooth Shark
2004,Unprovoked,SOUTH AFRICA,Male,20.0,No,Ragged Tooth Shark
2004,Unprovoked,AUSTRALIA,Male,38.0,Yes,Bull Shark
2004,Unprovoked,AUSTRALIA,Male,18.0,Yes,4.5 m & 5 m white shark
2004,Invalid,SRI LANKA,Female,11.0,No,No shark involvement
2004,Unprovoked,USA,Female,,No,nan
2004,Unprovoked,USA,Male,26.0,No,White Shark
2004,Unprovoked,SOUTH AFRICA,Male,52.0,No,Unknown m [6.75'] white shark
2004,Unprovoked,BRAZIL,,,Yes,nan
2004,Unprovoked,USA,Female,28.0,No,nan
2004,Unprovoked,USA,Female,17.0,No,Unknown.4 m [8'] shark
2004,Unprovoked,USA,Male,7.0,No,4' to 5' shark
2004,Unprovoked,EGYPT,Female,,No,black tipped shark
2004,Unprovoked,AUSTRALIA,Male,30.0,Yes,"Unknown sharks, 4.5 m & 3 m"
2004,Unprovoked,JAPAN,Male,51.0,No,"Longfin mako shark, 3.5 m [UnknownUnknown.5'], 35Unknown-kg [77Unknown-lb]"
2004,Boat,AUSTRALIA,,,No,4 m [Unknown3'] white shark
2004,Unprovoked,USA,Male,11.0,No,Bull Shark
2004,Unprovoked,USA,Female,19.0,No,Unknown.Unknown m to Unknown.5 m [4' to 5'] shark
2004,Unprovoked,USA,Female,13.0,No,Unknown.8 m [6'] shark
2004,Unprovoked,USA,Male,45.0,No,9'Unknown white shark
2004,Unprovoked,RUSSIA,Male,,No,White Shark
2004,Unprovoked,USA,Male,50.0,Yes,4.9 m to 5.5 m [Unknown6' to Unknown8'] white shark
2004,Unprovoked,USA,Female,20.0,No,nan
2004,Unprovoked,BRAZIL,Male,24.0,No,Tiger Shark
2004,Unprovoked,USA,Male,,No,Unknown.9 m to Unknown.Unknown m [3' to 4'] white shark
2004,Unprovoked,USA,Female,38.0,No,nan
2004,Unprovoked,USA,Male,47.0,No,Unknown.Unknown m [4'] shark
2004,Unprovoked,AUSTRALIA,Male,30.0,No,nan
2004,Boat,SOUTH AFRICA,,,No,3 m to 4 m [UnknownUnknown' to Unknown3']  white shark
2003,Unprovoked,USA,Male,51.0,No,Unidentified species
2003,Unprovoked,USA,Female,9.0,No,nan
2003,Provoked,USA,Male,34.0,No,4' to 5' shark
2003,Unprovoked,USA,Male,20.0,No,Unknown.8 m [6'] reef shark - or a Unknown.Unknown m to Unknown.4 m [7' to 8'] grey-colored shark
2003,Unprovoked,USA,Male,22.0,No,3' to 5' shark
2003,Unprovoked,USA,Male,18.0,No,nan
2003,Unprovoked,PHILIPPINES,,,No,White Shark
2003,Invalid,USA,Female,22.0,No,Shark involvement not confirmed
2003,Unprovoked,USA,,15.0,No,nan
2003,Unprovoked,USA,Male,33.0,No,sand shark
2003,Unprovoked,USA,Male,17.0,No,Unidentified species
